,distance,herding_time,coefficients_of_horses,grazing_time,num_mares,stallion_speed,method,accuracy,f1_score,precision,recall
213,0.5,100,0.5,150,8,0.2,coreset_kmeans_labels,0.3,0.33649289099526064,0.22118380062305296,0.7029702970297029
214,0.5,100,0.5,150,8,0.2,local_transfer_entropy,0.9824120603015075,0.9665071770334929,0.9351851851851852,1.0
215,0.5,100,0.5,150,8,0.5,isolation_forest_outlier,0.7225,0.3105590062111801,0.4166666666666667,0.24752475247524752
216,0.5,100,0.5,150,8,0.5,lof_outlier,0.7525,0.38509316770186336,0.5166666666666667,0.3069306930693069
217,0.5,100,0.5,150,8,0.5,dbscan_labels,0.7475,0.0,1.0,0.0
218,0.5,100,0.5,150,8,0.5,coreset_kmeans_labels,0.47,0.46733668341708545,0.31313131313131315,0.9207920792079208
219,0.5,100,0.5,150,8,0.5,local_transfer_entropy,0.9773869346733668,0.957345971563981,0.9181818181818182,1.0
220,0.5,100,0.5,150,8,1.0,isolation_forest_outlier,0.6125,0.037267080745341616,0.05,0.0297029702970297
221,0.5,100,0.5,150,8,1.0,lof_outlier,0.7025,0.2608695652173913,0.35,0.2079207920792079
222,0.5,100,0.5,150,8,1.0,dbscan_labels,0.7475,0.0,1.0,0.0
223,0.5,100,0.5,150,8,1.0,coreset_kmeans_labels,0.565,0.35555555555555557,0.28402366863905326,0.4752475247524752
224,0.5,100,0.5,150,8,1.0,local_transfer_entropy,0.9974874371859297,0.9950738916256158,0.9901960784313726,1.0
225,0.5,100,0.5,250,4,0.2,isolation_forest_outlier,0.7016666666666667,0.06282722513089005,0.06666666666666667,0.0594059405940594
226,0.5,100,0.5,250,4,0.2,lof_outlier,0.7716666666666666,0.28272251308900526,0.3,0.26732673267326734
227,0.5,100,0.5,250,4,0.2,dbscan_labels,0.8316666666666667,0.0,1.0,0.0
228,0.5,100,0.5,250,4,0.2,coreset_kmeans_labels,0.7183333333333334,0.4459016393442623,0.3333333333333333,0.6732673267326733
229,0.5,100,0.5,250,4,0.2,local_transfer_entropy,0.8612040133779264,0.6937269372693727,0.5529411764705883,0.9306930693069307
230,0.5,100,0.5,250,4,0.5,isolation_forest_outlier,0.7083333333333334,0.08376963350785341,0.08888888888888889,0.07920792079207921
231,0.5,100,0.5,250,4,0.5,lof_outlier,0.765,0.2617801047120419,0.2777777777777778,0.24752475247524752
232,0.5,100,0.5,250,4,0.5,dbscan_labels,0.8316666666666667,0.0,1.0,0.0
233,0.5,100,0.5,250,4,0.5,coreset_kmeans_labels,0.475,0.3225806451612903,0.20604395604395603,0.7425742574257426
234,0.5,100,0.5,250,4,0.5,local_transfer_entropy,0.8712374581939799,0.7094339622641509,0.573170731707317,0.9306930693069307
235,0.5,100,0.5,250,4,1.0,isolation_forest_outlier,0.8183333333333334,0.4293193717277487,0.45555555555555555,0.40594059405940597
